C/A,UNIT,SCP,STATION, LINENAME, DIVISION, DATEn,TIMEn,DESCn,ENTRIESn,EXITSn
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,05:00:00,REGULAR,0002236109,0001016688                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,09:00:00,REGULAR,0002236135,0001016758                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,13:00:00,REGULAR,0002236312,0001016924                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,17:00:00,REGULAR,0002236958,0001017123                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,21:00:00,REGULAR,0002237775,0001017254                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,01:00:00,REGULAR,0002238205,0001017324                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,05:00:00,REGULAR,0002238253,0001017338                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,09:00:00,REGULAR,0002238278,0001017430                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,13:00:00,REGULAR,0002238469,0001017619                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,17:00:00,REGULAR,0002239100,0001017822                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,21:00:00,REGULAR,0002239754,0001017969                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,01:00:00,REGULAR,0002240087,0001018022                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,05:00:00,REGULAR,0002240105,0001018031                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,09:00:00,REGULAR,0002240230,0001018573                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,13:00:00,REGULAR,0002240635,0001019234                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,17:00:00,REGULAR,0002241851,0001019635                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,21:00:00,REGULAR,0002243631,0001019952                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,01:00:00,REGULAR,0002244335,0001020020                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,05:00:00,REGULAR,0002244368,0001020037                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,09:00:00,REGULAR,0002244485,0001020559                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,13:00:00,REGULAR,0002244979,0001021289                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,17:00:00,REGULAR,0002246096,0001021705                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,21:00:00,REGULAR,0002247720,0001021977                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,01:00:00,REGULAR,0002248056,0001022059                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,05:00:00,REGULAR,0002248096,0001022075                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,09:00:00,REGULAR,0002248271,0001022655                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,13:00:00,REGULAR,0002248735,0001023348                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,17:00:00,REGULAR,0002249886,0001023794                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,21:00:00,REGULAR,0002251704,0001024144                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,01:00:00,REGULAR,0002252514,0001024239                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,05:00:00,REGULAR,0002252581,0001024262                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,09:00:00,REGULAR,0002252701,0001024757                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,13:00:00,REGULAR,0002253167,0001025458                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,17:00:00,REGULAR,0002254457,0001025897                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,21:00:00,REGULAR,0002256331,0001026247                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,01:00:00,REGULAR,0004030314,0001070127                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,05:00:00,REGULAR,0004030447,0001070142                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,09:00:00,REGULAR,0004030531,0001070247                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,13:00:00,REGULAR,0004030836,0001070456                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,17:00:00,REGULAR,0004031608,0001070624                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,21:00:00,REGULAR,0004032302,0001070734                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,01:00:00,REGULAR,0004032739,0001070789                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,05:00:00,REGULAR,0004032836,0001070798                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,09:00:00,REGULAR,0004032880,0001070869                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,13:00:00,REGULAR,0004033099,0001071010                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,17:00:00,REGULAR,0004033710,0001071147                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,21:00:00,REGULAR,0004034475,0001071239                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,01:00:00,REGULAR,0004034900,0001071282                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,05:00:00,REGULAR,0004034955,0001071292                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,09:00:00,REGULAR,0004034994,0001071405                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,13:00:00,REGULAR,0004035185,0001071570                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,17:00:00,REGULAR,0004035785,0001071709                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,21:00:00,REGULAR,0004036458,0001071804                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,01:00:00,REGULAR,0004036810,0001071846                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,05:00:00,REGULAR,0004036854,0001071866                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,09:00:00,REGULAR,0004037027,0001072207                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,13:00:00,REGULAR,0004037499,0001072631                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,17:00:00,REGULAR,0004038496,0001072889                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,21:00:00,REGULAR,0004040206,0001073049                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,01:00:00,REGULAR,0004040794,0001073111                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,05:00:00,REGULAR,0004040847,0001073122                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,09:00:00,REGULAR,0004041019,0001073546                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,13:00:00,REGULAR,0004041541,0001073951                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,17:00:00,REGULAR,0004042580,0001074206                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,21:00:00,REGULAR,0004043972,0001074377                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,01:00:00,REGULAR,0004044636,0001074424                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,05:00:00,REGULAR,0004044648,0001074432                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,09:00:00,REGULAR,0004044713,0001074695                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,13:00:00,REGULAR,0004045178,0001075120                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,17:00:00,REGULAR,0004046289,0001075343                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,21:00:00,REGULAR,0004047919,0001075528                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,01:00:00,REGULAR,0004048668,0001075595                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,05:00:00,REGULAR,0004048741,0001075606                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,09:00:00,REGULAR,0004048921,0001075944                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,13:00:00,REGULAR,0004049421,0001076367                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,17:00:00,REGULAR,0004050683,0001076622                                  
A037,R170,05-00-02,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,21:00:00,REGULAR,0004052398,0001076798                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,01:00:00,REGULAR,0022678880,0003888578                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,05:00:00,REGULAR,0022678961,0003888582                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,09:00:00,REGULAR,0022679032,0003888609                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,13:00:00,REGULAR,0022679326,0003888671                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,17:00:00,REGULAR,0022680030,0003888719                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,21:00:00,REGULAR,0022680704,0003888776                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,01:00:00,REGULAR,0022681111,0003888801                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,05:00:00,REGULAR,0022681181,0003888801                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,09:00:00,REGULAR,0022681222,0003888818                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,13:00:00,REGULAR,0022681410,0003888854                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,17:00:00,REGULAR,0022681924,0003888925                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,21:00:00,REGULAR,0022682539,0003888975                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,01:00:00,REGULAR,0022682905,0003889005                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,05:00:00,REGULAR,0022682966,0003889006                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,09:00:00,REGULAR,0022682997,0003889029                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,13:00:00,REGULAR,0022683227,0003889083                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,17:00:00,REGULAR,0022683808,0003889126                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,21:00:00,REGULAR,0022684429,0003889164                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,01:00:00,REGULAR,0022684731,0003889186                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,05:00:00,REGULAR,0022684753,0003889187                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,09:00:00,REGULAR,0022684957,0003889273                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,13:00:00,REGULAR,0022685479,0003889405                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,17:00:00,REGULAR,0022686462,0003889486                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,21:00:00,REGULAR,0022687989,0003889531                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,01:00:00,REGULAR,0022688545,0003889560                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,05:00:00,REGULAR,0022688587,0003889563                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,09:00:00,REGULAR,0022688836,0003889666                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,13:00:00,REGULAR,0022689276,0003889779                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,17:00:00,REGULAR,0022690361,0003889876                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,21:00:00,REGULAR,0022692145,0003889933                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,01:00:00,REGULAR,0022693015,0003889962                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,05:00:00,REGULAR,0022693071,0003889963                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,09:00:00,REGULAR,0022693365,0003890045                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,13:00:00,REGULAR,0022693934,0003890206                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,17:00:00,REGULAR,0022694977,0003890289                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,21:00:00,REGULAR,0022696555,0003890348                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,01:00:00,REGULAR,0022697261,0003890393                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,05:00:00,REGULAR,0022697331,0003890400                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,09:00:00,REGULAR,0022697556,0003890480                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,13:00:00,REGULAR,0022698168,0003890592                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,17:00:00,REGULAR,0022699219,0003890679                                  
A037,R170,05-00-03,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,21:00:00,REGULAR,0022700711,0003890770                                  
A038,R085,00-00-00,8 ST-NYU,NRW,BMT,05/27/2017,00:00:00,REGULAR,0002774163,0002227837                                             
A038,R085,00-00-00,8 ST-NYU,NRW,BMT,05/27/2017,04:00:00,REGULAR,0002774238,0002227869                                             
A038,R085,00-00-00,8 ST-NYU,NRW,BMT,05/27/2017,08:00:00,REGULAR,0002774248,0002227908                                             
A038,R085,00-00-00,8 ST-NYU,NRW,BMT,05/27/2017,12:00:00,REGULAR,0002774323,0002228108                                             
A038,R085,00-00-00,8 ST-NYU,NRW,BMT,05/27/2017,16:00:00,REGULAR,0002774512,0002228419                                             
A038,R085,00-00-00,8 ST-NYU,NRW,BMT,05/27/2017,20:00:00,REGULAR,0002774783,0002228689                                             
A038,R085,00-00-00,8 ST-NYU,NRW,BMT,05/28/2017,00:00:00,REGULAR,0002775014,0002228844                                             
A038,R085,00-00-00,8 ST-NYU,NRW,BMT,05/28/2017,04:00:00,REGULAR,0002775072,0002228878                                             
A038,R085,00-00-00,8 ST-NYU,NRW,BMT,05/28/2017,08:00:00,REGULAR,0002775084,0002228920                                             
A038,R085,00-00-00,8 ST-NYU,NRW,BMT,05/28/2017,12:00:00,REGULAR,0002775130,0002229071                                             
A038,R085,00-00-00,8 ST-NYU,NRW,BMT,05/28/2017,16:00:00,REGULAR,0002775311,0002229364                                             
A038,R085,00-00-00,8 ST-NYU,NRW,BMT,05/28/2017,20:00:00,REGULAR,0002775554,0002229661                                             
A038,R085,00-00-00,8 ST-NYU,NRW,BMT,05/29/2017,00:00:00,REGULAR,0002775759,0002229780                                             
A038,R085,00-00-00,8 ST-NYU,NRW,BMT,05/29/2017,04:00:00,REGULAR,0002775795,0002229798                                             
